u(t),theta,theta_dot
0.012122967306313695,-1.5701761450931366,0.020341099783312368
-0.006744161238313208,-1.5697244013407896,0.02317691150160464
0.002616354487645239,-1.5694416058285696,0.017025283761521445
0.0009327204488519488,-1.5691699919305115,0.009441496821893932
-0.007732910743507937,-1.5690104426200082,0.002688062079407574
-0.0027131953002155536,-1.5689637043242255,0.001261008402856702
-0.004469867281478266,-1.5690962492108789,-0.009815819939579586
-0.00022460378269285387,-1.5692766675506558,-0.008852072610092802
0.008174151987713988,-1.5695359651691208,-0.02188666077195321
-0.011876992057369699,-1.569944274779372,-0.025532976726050125
-0.00433248259488824,-1.5704291945066402,-0.018202605850196063
0.0025393612458014417,-1.5708039544656287,-0.02463027181637995
-0.001159205102762955,-1.5713135006881864,-0.01946267947963229
0.004188543742107562,-1.5717716486984246,-0.01886226349403693
-0.0020171756137744674,-1.5721508016495693,-0.014548806994696899
-0.006602623314938137,-1.5724409744385048,-0.005691494328330417
-0.0008768202940638081,-1.5724644296250747,0.004289615802410343
0.011418638891316127,-1.5723746050651595,0.0086330780962016
0.014628335912234624,-1.5721910098633611,0.0074653732795748945
-0.005769832962668709,-1.5720575588766774,0.007839323472769435
-0.015416278518233007,-1.5717481757600598,0.022245344424764217
-0.018542325163596076,-1.5711595506957348,0.027760968970713444
-0.0035132565068160407,-1.5704414541918439,0.039985888367520914
0.0365331242510339,-1.5697665358256339,0.027047760654718877
0.02321615794032352,-1.569503076423111,0.0008008695641535776
-0.006041937978396147,-1.5695457510337472,-0.0028326581316143636
-0.007019740676272374,-1.5696264581847184,-0.00436208741381835
0.0015707713920577987,-1.5697385798401566,-0.006468675949603314
-0.01123038600777543,-1.5700041930714894,-0.013973640484717645
-0.023156532178423225,-1.5701874209866404,-0.003504137931640289
-0.007433275249278769,-1.570222847440204,0.00036244728771834444
0.005087436626572886,-1.5702243216936183,-0.002028143542159145
0.014739877267661529,-1.570338816736042,-0.008388034493426694
0.041986534308358456,-1.570586140769234,-0.017797365165383185
0.05480317574867394,-1.5711273691784404,-0.0445817920955241
0.016879384517302663,-1.5721830305202924,-0.05944666974891449
0.03393659711387526,-1.5731913129811004,-0.04625412595678588
0.03935805349476624,-1.5742998930662535,-0.06681448736444964
0.014837197640484348,-1.575530539429535,-0.048778305366580815
0.03550458521162289,-1.5765174074443076,-0.0391434900255049
0.014276331060099606,-1.5772375756844716,-0.030753012837387655
-0.010508034696949612,-1.5774560243377052,0.001834052659823303
0.004052058135464937,-1.577108258628256,0.032207554845351975
-0.0013103081333721862,-1.5763362372320582,0.04922977087171497
0.0016631019444981457,-1.5749315399737613,0.07666703881253224
-0.007872082101729386,-1.573342591463063,0.07993382835363251
-0.004345093383185711,-1.5714599121116297,0.10181227464609685
0.009741129896438314,-1.5695514353762423,0.08698922225234951
0.006272962063082134,-1.5676689650079594,0.08115900984899282
